Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR32271737,WGS,300,9111298800,PRJNA1209100,SAMN46726025,Invertebrate,3085430470,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608833,USA,North America,USA:Boston,Illumina NovaSeq 6000,BOS2,Outdoors,BOS2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:41:00Z,1,BOS2,SRP556564,whole body
SRR32271738,WGS,300,12745088100,PRJNA1209100,SAMN46726016,Invertebrate,4318918066,PRINCETON UNIVERSITY,2020-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608832,USA,North America,USA:Eugene,Illumina NovaSeq 6000,EUG1,Outdoors,EUG1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:41:00Z,1,EUG1,SRP556564,whole body
SRR32271739,WGS,300,12278215200,PRJNA1209100,SAMN46726015,Invertebrate,4309937672,PRINCETON UNIVERSITY,2019-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608831,USA,North America,USA:Tumwater,Illumina NovaSeq 6000,TMW5,Outdoors,TMW5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:40:00Z,1,TMW5,SRP556564,whole body
SRR32271744,WGS,300,13408634700,PRJNA1209100,SAMN46726164,Invertebrate,4642290219,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608967,Algeria,Africa,Algeria:Bordj Bou Arreridj,Illumina NovaSeq 6000,BBA3,Outdoors,BBA3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,BBA3,SRP556564,whole body
SRR32271745,WGS,300,16677312600,PRJNA1209100,SAMN46726163,Invertebrate,5754122997,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608966,Algeria,Africa,Algeria:Bordj Bou Arreridj,Illumina NovaSeq 6000,BBA2,Outdoors,BBA2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,BBA2,SRP556564,whole body
SRR32271746,WGS,300,20015972100,PRJNA1209100,SAMN46726162,Invertebrate,7034192211,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608965,Algeria,Africa,Algeria:Bordj Bou Arreridj,Illumina NovaSeq 6000,BBA1,Outdoors,BBA1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:49:00Z,1,BBA1,SRP556564,whole body
SRR32271747,WGS,300,6602461200,PRJNA1209100,SAMN46726220,Invertebrate,2319818919,PRINCETON UNIVERSITY,2019-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608964,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOA3,Outdoors,SOA3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:44:00Z,1,SOA3,SRP556564,whole body
SRR32271748,WGS,300,14889272400,PRJNA1209100,SAMN46726219,Invertebrate,5217233273,PRINCETON UNIVERSITY,2019-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608963,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOA2,Outdoors,SOA2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,SOA2,SRP556564,whole body
SRR32271749,WGS,300,8655948000,PRJNA1209100,SAMN46726218,Invertebrate,3047116904,PRINCETON UNIVERSITY,2019-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608962,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOA1,Outdoors,SOA1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:44:00Z,1,SOA1,SRP556564,whole body
SRR32271750,WGS,300,10280352300,PRJNA1209100,SAMN46726217,Invertebrate,3902597291,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608961,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,GOO5,Outdoors,GOO5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,GOO5,SRP556564,whole body
SRR32271751,WGS,300,8096967300,PRJNA1209100,SAMN46726216,Invertebrate,2826246695,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608960,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,GOO4,Outdoors,GOO4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,GOO4,SRP556564,whole body
SRR32271752,WGS,300,9275282700,PRJNA1209100,SAMN46726215,Invertebrate,3273581413,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608959,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,GOO3,Outdoors,GOO3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,GOO3,SRP556564,whole body
SRR32271753,WGS,300,17139128100,PRJNA1209100,SAMN46726161,Invertebrate,5907721777,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608958,Algeria,Africa,Algeria:Algiers,Illumina NovaSeq 6000,ALG5,Outdoors,ALG5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:52:00Z,1,ALG5,SRP556564,whole body
SRR32271754,WGS,300,9671494800,PRJNA1209100,SAMN46726214,Invertebrate,3428140755,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608957,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,GOO2,Outdoors,GOO2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,GOO2,SRP556564,whole body
SRR32271755,WGS,300,11342525400,PRJNA1209100,SAMN46726213,Invertebrate,4125152450,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608956,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,GOO1,Outdoors,GOO1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,GOO1,SRP556564,whole body
SRR32271756,WGS,300,9905714400,PRJNA1209100,SAMN46726212,Invertebrate,3515489372,PRINCETON UNIVERSITY,2019-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608955,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOAb5,Outdoors,SOAb5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,SOAb5,SRP556564,whole body
SRR32271757,WGS,300,10751348100,PRJNA1209100,SAMN46726211,Invertebrate,3759335857,PRINCETON UNIVERSITY,2019-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608954,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOAb4,Outdoors,SOAb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,SOAb4,SRP556564,whole body
SRR32271758,WGS,300,12756331500,PRJNA1209100,SAMN46726210,Invertebrate,4523721033,PRINCETON UNIVERSITY,2019-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608953,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOAb3,Outdoors,SOAb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,SOAb3,SRP556564,whole body
SRR32271759,WGS,300,14720349600,PRJNA1209100,SAMN46726209,Invertebrate,5193760103,PRINCETON UNIVERSITY,2019-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608952,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOAb2,Outdoors,SOAb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,SOAb2,SRP556564,whole body
SRR32271760,WGS,300,13274656200,PRJNA1209100,SAMN46726208,Invertebrate,4617450550,PRINCETON UNIVERSITY,2019-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608951,Australia,Oceania,Australia:South Australia,Illumina NovaSeq 6000,SOAb1,Outdoors,SOAb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,SOAb1,SRP556564,whole body
SRR32271761,WGS,300,11494805400,PRJNA1209100,SAMN46726207,Invertebrate,4121438657,PRINCETON UNIVERSITY,2020-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608950,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS6,Outdoors,NVS6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,NVS6,SRP556564,whole body
SRR32271762,WGS,300,11231439000,PRJNA1209100,SAMN46726206,Invertebrate,3871966454,PRINCETON UNIVERSITY,2020-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608949,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS5,Outdoors,NVS5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,NVS5,SRP556564,whole body
SRR32271763,WGS,300,13989339600,PRJNA1209100,SAMN46726205,Invertebrate,4854276313,PRINCETON UNIVERSITY,2020-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608948,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS4,Outdoors,NVS4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,NVS4,SRP556564,whole body
SRR32271764,WGS,300,14437323900,PRJNA1209100,SAMN46726160,Invertebrate,5043532448,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608947,Algeria,Africa,Algeria:Algiers,Illumina NovaSeq 6000,ALG4,Outdoors,ALG4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,ALG4,SRP556564,whole body
SRR32271765,WGS,300,13387017300,PRJNA1209100,SAMN46726204,Invertebrate,4713341487,PRINCETON UNIVERSITY,2020-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608946,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS3,Outdoors,NVS3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,NVS3,SRP556564,whole body
SRR32271766,WGS,300,14822064900,PRJNA1209100,SAMN46726203,Invertebrate,5170438234,PRINCETON UNIVERSITY,2020-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608945,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS2,Outdoors,NVS2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,NVS2,SRP556564,whole body
SRR32271767,WGS,300,12778287000,PRJNA1209100,SAMN46726202,Invertebrate,4493160758,PRINCETON UNIVERSITY,2020-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608944,Serbia,Europe,Serbia:Novi Sad,Illumina NovaSeq 6000,NVS1,Outdoors,NVS1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,NVS1,SRP556564,whole body
SRR32271768,WGS,300,12587972100,PRJNA1209100,SAMN46726201,Invertebrate,4440962443,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608943,Austria,Europe,Austria:Vienna,Illumina NovaSeq 6000,VIE4,Outdoors,VIE4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,VIE4,SRP556564,whole body
SRR32271769,WGS,300,17542840200,PRJNA1209100,SAMN46726200,Invertebrate,6183558400,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608942,Austria,Europe,Austria:Vienna,Illumina NovaSeq 6000,VIE3,Outdoors,VIE3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:50:00Z,1,VIE3,SRP556564,whole body
SRR32271770,WGS,300,6491566500,PRJNA1209100,SAMN46726199,Invertebrate,2257868086,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608941,Austria,Europe,Austria:Vienna,Illumina NovaSeq 6000,TOR7,Outdoors,TOR7,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:44:00Z,1,TOR7,SRP556564,whole body
SRR32271771,WGS,300,10657371000,PRJNA1209100,SAMN46726198,Invertebrate,3762473184,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608940,Austria,Europe,Austria:Vienna,Illumina NovaSeq 6000,VIE2,Outdoors,VIE2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,VIE2,SRP556564,whole body
SRR32271772,WGS,300,12081435000,PRJNA1209100,SAMN46726197,Invertebrate,4215965442,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608939,Austria,Europe,Austria:Vienna,Illumina NovaSeq 6000,VIE1,Outdoors,VIE1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,VIE1,SRP556564,whole body
SRR32271773,WGS,300,8429147700,PRJNA1209100,SAMN46726196,Invertebrate,2959626944,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608938,Greece,Europe,Greece:Thessaloniki,Illumina NovaSeq 6000,THS5,Outdoors,THS5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,THS5,SRP556564,whole body
SRR32271774,WGS,300,9827500500,PRJNA1209100,SAMN46726195,Invertebrate,3441182809,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608937,Greece,Europe,Greece:Thessaloniki,Illumina NovaSeq 6000,THS4,Outdoors,THS4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,THS4,SRP556564,whole body
SRR32271775,WGS,300,13659723000,PRJNA1209100,SAMN46726159,Invertebrate,4751350645,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608936,Algeria,Africa,Algeria:Algiers,Illumina NovaSeq 6000,ALG3,Outdoors,ALG3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:50:00Z,1,ALG3,SRP556564,whole body
SRR32271776,WGS,300,7393306800,PRJNA1209100,SAMN46726194,Invertebrate,2588454467,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608935,Greece,Europe,Greece:Thessaloniki,Illumina NovaSeq 6000,THS3,Outdoors,THS3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:44:00Z,1,THS3,SRP556564,whole body
SRR32271777,WGS,300,20040159600,PRJNA1209100,SAMN46726193,Invertebrate,7128874262,PRINCETON UNIVERSITY,2020-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608934,Malaysia,Asia,Malaysia:Melaka,Illumina NovaSeq 6000,MEL5,Indoors,MEL5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:50:00Z,1,MEL5,SRP556564,whole body
SRR32271778,WGS,300,18275967300,PRJNA1209100,SAMN46726192,Invertebrate,8107434758,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608933,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUHb5,Indoors,WUHb5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:52:00Z,1,WUHb5,SRP556564,whole body
SRR32271779,WGS,300,14521312800,PRJNA1209100,SAMN46726191,Invertebrate,5113556874,PRINCETON UNIVERSITY,2018-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608932,uncalculated,uncalculated,Korea:Gwangju,Illumina NovaSeq 6000,DAE4,Outdoors,DAE4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:51:00Z,1,DAE4,SRP556564,whole body
SRR32271780,WGS,300,9558349500,PRJNA1209100,SAMN46726190,Invertebrate,3340410419,PRINCETON UNIVERSITY,2018-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608931,uncalculated,uncalculated,Korea:Gwangju,Illumina NovaSeq 6000,DAE3,Outdoors,DAE3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,DAE3,SRP556564,whole body
SRR32271781,WGS,300,11082734100,PRJNA1209100,SAMN46726189,Invertebrate,3921714584,PRINCETON UNIVERSITY,2018-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608930,uncalculated,uncalculated,Korea:Gwangju,Illumina NovaSeq 6000,DAE2,Outdoors,DAE2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,DAE2,SRP556564,whole body
SRR32271782,WGS,300,6697078200,PRJNA1209100,SAMN46726188,Invertebrate,2384696571,PRINCETON UNIVERSITY,2018-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608929,uncalculated,uncalculated,Korea:Gwangju,Illumina NovaSeq 6000,DAE1,Outdoors,DAE1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:44:00Z,1,DAE1,SRP556564,whole body
SRR32271783,WGS,300,11719792200,PRJNA1209100,SAMN46726187,Invertebrate,4108375139,PRINCETON UNIVERSITY,2016-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608928,Kazakhstan,Asia,Kazakhstan:Urzhar,Illumina NovaSeq 6000,TOR6,Outdoors,TOR6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:47:00Z,1,TOR6,SRP556564,whole body
SRR32271784,WGS,300,10308895200,PRJNA1209100,SAMN46726186,Invertebrate,3642230786,PRINCETON UNIVERSITY,2017-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608927,Kazakhstan,Asia,Kazakhstan:Semey city,Illumina NovaSeq 6000,KZH2,Outdoors,KZH2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,KZH2,SRP556564,whole body
SRR32271785,WGS,300,13310600400,PRJNA1209100,SAMN46726185,Invertebrate,4769681900,PRINCETON UNIVERSITY,2017-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608926,Kazakhstan,Asia,Kazakhstan:Semey city,Illumina NovaSeq 6000,KZH1,Outdoors,KZH1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,KZH1,SRP556564,whole body
SRR32271786,WGS,300,14969231400,PRJNA1209100,SAMN46726158,Invertebrate,5201199265,PRINCETON UNIVERSITY,2020-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608925,Algeria,Africa,Algeria:Algiers,Illumina NovaSeq 6000,ALG2,Outdoors,ALG2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,ALG2,SRP556564,whole body
SRR32271787,WGS,300,15475655100,PRJNA1209100,SAMN46726184,Invertebrate,5388140592,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608924,Kazakhstan,Asia,Kazakhstan:Dostyk,Illumina NovaSeq 6000,TOR5,Outdoors,TOR5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,TOR5,SRP556564,whole body
SRR32271788,WGS,300,13805116200,PRJNA1209100,SAMN46726183,Invertebrate,4840987792,PRINCETON UNIVERSITY,2018-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608923,Kazakhstan,Asia,Kazakhstan:Dostyk,Illumina NovaSeq 6000,TOR4,Outdoors,TOR4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:48:00Z,1,TOR4,SRP556564,whole body
SRR32271789,WGS,300,8840456700,PRJNA1209100,SAMN46726182,Invertebrate,3087358948,PRINCETON UNIVERSITY,2017-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608922,Turkey,Asia,Turkey:Mardin,Illumina NovaSeq 6000,MRD5,Outdoors,MRD5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,MRD5,SRP556564,whole body
SRR32271790,WGS,300,9127895700,PRJNA1209100,SAMN46726181,Invertebrate,3212367665,PRINCETON UNIVERSITY,2017-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608921,Turkey,Asia,Turkey:Mardin,Illumina NovaSeq 6000,MRD4,Outdoors,MRD4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,MRD4,SRP556564,whole body
SRR32271791,WGS,300,4419233100,PRJNA1209100,SAMN46726180,Invertebrate,1537846811,PRINCETON UNIVERSITY,2017-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608920,Turkey,Asia,Turkey:Mardin,Illumina NovaSeq 6000,MRD3,Outdoors,MRD3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:43:00Z,1,MRD3,SRP556564,whole body
SRR32271792,WGS,300,10547149800,PRJNA1209100,SAMN46726179,Invertebrate,3737714503,PRINCETON UNIVERSITY,2018-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608919,Turkey,Asia,Turkey:Ankara,Illumina NovaSeq 6000,ANK5,Outdoors,ANK5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:46:00Z,1,ANK5,SRP556564,whole body
SRR32271793,WGS,300,7475418600,PRJNA1209100,SAMN46726178,Invertebrate,2622791026,PRINCETON UNIVERSITY,2018-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27608918,Turkey,Asia,Turkey:Ankara,Illumina NovaSeq 6000,ANK4,Outdoors,ANK4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T23:45:00Z,1,ANK4,SRP556564,whole body
